id_vente,date_vente,produit,quantite,prix_unitaire,total_vente,categorie,vendeur
V01384,2025-06-17,Ordinateur Lenovo ThinkPad,4,970,3880,Informatique,Bah Mariama
V01385,2025-10-28,Imprimante Canon Pixma,3,120,360,Informatique,Diallo Ibrahima
V01386,2025-03-15,Écran Dell 24’’,20,190,3800,Informatique,Bah Mariama
V01387,2025-11-04,Ordinateur Portable HP,4,750,3000,Informatique,Diallo Ibrahima
V01388,2025-06-01,Haut-parleur JBL Go 3,2,40,80,Audio,Camara Ousmane
V01389,2025-06-18,Clavier mécanique Redragon,12,60,720,Accessoires,Camara Ousmane
V01390,2025-04-07,Haut-parleur JBL Go 3,19,40,760,Audio,Bah Mariama
V01391,2025-10-16,Ordinateur Portable HP,7,750,5250,Informatique,Bah Mariama
V01392,2025-04-17,Imprimante Canon Pixma,15,120,1800,Informatique,Sow Mamadou
V01393,2025-04-04,Ordinateur Lenovo ThinkPad,17,970,16490,Informatique,Barry Fatou
V01394,2025-09-03,Clé USB 32 Go SanDisk,2,8,16,Accessoires,Camara Ousmane
V01395,2025-05-14,Écran Dell 24’’,17,190,3230,Informatique,Diallo Ibrahima
V01396,2025-07-10,Haut-parleur JBL Go 3,5,40,200,Audio,Bah Mariama
V01397,2025-05-11,Casque Bluetooth JBL,2,45,90,Audio,Camara Ousmane
V01398,2025-01-08,Écran Dell 24’’,17,190,3230,Informatique,Barry Fatou
V01399,2025-06-27,Clé USB 32 Go SanDisk,3,8,24,Accessoires,Sow Mamadou
V01400,2025-05-27,Souris Logitech M185,7,15,105,Accessoires,Barry Fatou
V01401,2025-04-30,Haut-parleur JBL Go 3,2,40,80,Audio,Barry Fatou
V01402,2025-03-13,Imprimante Canon Pixma,17,120,2040,Informatique,Barry Fatou
V01403,2025-09-22,Imprimante Canon Pixma,6,120,720,Informatique,Bah Mariama
V01404,2025-04-24,Disque SSD 512 Go,14,120,1680,Stockage,Diallo Ibrahima
V01405,2025-09-01,Haut-parleur Bluetooth,2,30,60,Audio,Camara Ousmane
V01406,2025-04-20,Casque Bluetooth JBL,19,45,855,Audio,Sow Mamadou
V01407,2025-06-22,Souris Gamer Logitech G502,6,60,360,Accessoires,Diallo Ibrahima
V01408,2025-05-16,Haut-parleur Bluetooth,3,30,90,Audio,Sow Mamadou
V01409,2025-02-07,Souris Logitech M185,19,15,285,Accessoires,Diallo Ibrahima
V01410,2025-06-03,Disque SSD 512 Go,1,120,120,Stockage,Camara Ousmane
V01411,2025-09-14,Souris Logitech M185,17,15,255,Accessoires,Diallo Ibrahima
V01412,2025-01-29,Haut-parleur Bluetooth,17,30,510,Audio,Bah Mariama
V01413,2025-06-16,Disque SSD 512 Go,7,120,840,Stockage,Barry Fatou
V01414,2025-06-17,Souris Logitech M185,7,15,105,Accessoires,Diallo Ibrahima
V01415,2025-01-18,Ordinateur Portable Dell,1,880,880,Informatique,Diallo Ibrahima
V01416,2025-05-02,Ordinateur Lenovo ThinkPad,17,970,16490,Informatique,Barry Fatou
V01417,2025-06-02,Imprimante Canon Pixma,5,120,600,Informatique,Camara Ousmane
V01418,2025-06-08,Imprimante Canon Pixma,19,120,2280,Informatique,Bah Mariama
V01419,2025-03-20,Disque Dur Externe 1To,14,75,1050,Stockage,Bah Mariama
V01420,2025-07-21,Disque Dur Externe 1To,11,75,825,Stockage,Diallo Ibrahima
V01421,2025-03-01,Souris Logitech M185,13,15,195,Accessoires,Barry Fatou
V01422,2025-09-19,Haut-parleur JBL Go 3,19,40,760,Audio,Bah Mariama
V01423,2025-09-27,Câble HDMI 2m,9,5,45,Accessoires,Diallo Ibrahima
V01424,2025-06-19,Téléphone Samsung A15,15,210,3150,Téléphonie,Sow Mamadou
V01425,2025-02-19,Casque Sony WH-CH510,3,55,165,Audio,Barry Fatou
V01426,2025-01-13,Câble HDMI 2m,12,5,60,Accessoires,Sow Mamadou
V01427,2025-02-01,Téléphone Samsung A15,5,210,1050,Téléphonie,Barry Fatou
V01428,2025-05-12,Casque Bluetooth JBL,16,45,720,Audio,Sow Mamadou
V01429,2025-07-28,Disque Dur Externe 1To,18,75,1350,Stockage,Bah Mariama
V01430,2025-02-22,Souris Logitech M185,7,15,105,Accessoires,Camara Ousmane
V01431,2025-07-07,Ordinateur Portable HP,16,750,12000,Informatique,Bah Mariama
V01432,2025-06-20,Téléphone iPhone 13,19,950,18050,Téléphonie,Bah Mariama
V01433,2025-07-28,Haut-parleur Bluetooth,17,30,510,Audio,Camara Ousmane
V01434,2025-06-12,Disque SSD 512 Go,15,120,1800,Stockage,Barry Fatou
V01435,2025-05-03,Téléphone Samsung A15,15,210,3150,Téléphonie,Barry Fatou
V01436,2025-09-03,Clé USB 32 Go SanDisk,18,8,144,Accessoires,Barry Fatou
V01437,2025-02-02,Disque SSD 512 Go,1,120,120,Stockage,Bah Mariama
V01438,2025-04-26,Clé USB 32 Go SanDisk,10,8,80,Accessoires,Diallo Ibrahima
V01439,2025-07-28,Haut-parleur Bluetooth,9,30,270,Audio,Camara Ousmane
V01440,2025-07-25,Souris Gamer Logitech G502,1,60,60,Accessoires,Camara Ousmane
V01441,2025-01-21,Casque Sony WH-CH510,1,55,55,Audio,Sow Mamadou
V01442,2025-03-24,Clé USB 64 Go Kingston,1,12,12,Accessoires,Diallo Ibrahima
V01443,2025-09-06,Téléphone iPhone 13,7,950,6650,Téléphonie,Barry Fatou
V01444,2025-10-25,Casque Bluetooth JBL,9,45,405,Audio,Barry Fatou
V01445,2025-03-17,Disque SSD 512 Go,10,120,1200,Stockage,Camara Ousmane
V01446,2025-04-23,Casque Sony WH-CH510,13,55,715,Audio,Bah Mariama
V01447,2025-10-27,Ordinateur Portable Dell,14,880,12320,Informatique,Barry Fatou
V01448,2025-09-19,Téléphone iPhone 13,20,950,19000,Téléphonie,Camara Ousmane
V01449,2025-08-15,Clé USB 64 Go Kingston,17,12,204,Accessoires,Camara Ousmane
V01450,2025-06-30,Ordinateur Lenovo ThinkPad,1,970,970,Informatique,Sow Mamadou
V01451,2025-01-13,Clavier mécanique Redragon,19,60,1140,Accessoires,Diallo Ibrahima
V01452,2025-06-14,Imprimante Epson EcoTank,18,160,2880,Informatique,Sow Mamadou
V01453,2025-09-02,Clavier mécanique Redragon,13,60,780,Accessoires,Bah Mariama
V01454,2025-03-02,Souris Gamer Logitech G502,12,60,720,Accessoires,Barry Fatou
V01455,2025-09-07,Clavier mécanique Redragon,19,60,1140,Accessoires,Diallo Ibrahima
V01456,2025-03-01,Casque Sony WH-CH510,13,55,715,Audio,Camara Ousmane
V01457,2025-07-02,Disque SSD 512 Go,9,120,1080,Stockage,Diallo Ibrahima
V01458,2025-06-01,Clé USB 64 Go Kingston,10,12,120,Accessoires,Bah Mariama
V01459,2025-02-25,Souris Gamer Logitech G502,16,60,960,Accessoires,Barry Fatou
V01460,2025-02-19,Imprimante Canon Pixma,9,120,1080,Informatique,Sow Mamadou
V01461,2025-07-06,Écran Dell 24’’,11,190,2090,Informatique,Diallo Ibrahima
V01462,2025-04-24,Souris Logitech M185,10,15,150,Accessoires,Bah Mariama
V01463,2025-10-07,Haut-parleur JBL Go 3,1,40,40,Audio,Sow Mamadou
V01464,2025-03-02,Imprimante Epson EcoTank,16,160,2560,Informatique,Barry Fatou
V01465,2025-08-01,Imprimante Epson EcoTank,3,160,480,Informatique,Barry Fatou
V01466,2025-07-19,Clé USB 32 Go SanDisk,6,8,48,Accessoires,Barry Fatou
V01467,2025-01-21,Clavier mécanique Redragon,3,60,180,Accessoires,Barry Fatou
V01468,2025-05-06,Imprimante Canon Pixma,1,120,120,Informatique,Diallo Ibrahima
V01469,2025-02-17,Clavier mécanique Redragon,15,60,900,Accessoires,Camara Ousmane
V01470,2025-05-22,Clavier mécanique Redragon,16,60,960,Accessoires,Diallo Ibrahima
V01471,2025-04-02,Téléphone Samsung A15,3,210,630,Téléphonie,Camara Ousmane
V01472,2025-03-01,Téléphone Samsung A15,20,210,4200,Téléphonie,Bah Mariama
V01473,2025-03-02,Souris Logitech M185,10,15,150,Accessoires,Camara Ousmane
V01474,2025-10-19,Téléphone iPhone 13,15,950,14250,Téléphonie,Diallo Ibrahima
V01475,2025-09-27,Casque Bluetooth JBL,7,45,315,Audio,Diallo Ibrahima
V01476,2025-07-10,Casque Bluetooth JBL,7,45,315,Audio,Diallo Ibrahima
V01477,2025-03-14,Imprimante Epson EcoTank,9,160,1440,Informatique,Bah Mariama
V01478,2025-05-12,Clé USB 32 Go SanDisk,5,8,40,Accessoires,Barry Fatou
V01479,2025-10-13,Clavier mécanique Redragon,20,60,1200,Accessoires,Diallo Ibrahima
V01480,2025-06-21,Clé USB 64 Go Kingston,11,12,132,Accessoires,Sow Mamadou
V01481,2025-09-07,Disque Dur Externe 1To,10,75,750,Stockage,Camara Ousmane
V01482,2025-03-08,Téléphone Samsung A15,1,210,210,Téléphonie,Barry Fatou
V01483,2025-07-29,Disque Dur Externe 1To,1,75,75,Stockage,Barry Fatou
V01484,2025-05-13,Clavier mécanique Redragon,1,60,60,Accessoires,Camara Ousmane
V01485,2025-03-11,Haut-parleur JBL Go 3,14,40,560,Audio,Diallo Ibrahima
V01486,2025-07-29,Disque Dur Externe 1To,5,75,375,Stockage,Barry Fatou
V01487,2025-07-21,Haut-parleur Bluetooth,2,30,60,Audio,Diallo Ibrahima
V01488,2025-04-18,Clé USB 32 Go SanDisk,15,8,120,Accessoires,Camara Ousmane
V01489,2025-06-14,Casque Sony WH-CH510,11,55,605,Audio,Diallo Ibrahima
V01490,2025-08-07,Câble HDMI 2m,6,5,30,Accessoires,Sow Mamadou
V01491,2025-08-25,Clé USB 64 Go Kingston,4,12,48,Accessoires,Camara Ousmane
V01492,2025-03-19,Téléphone Samsung A15,13,210,2730,Téléphonie,Bah Mariama
V01493,2025-07-19,Téléphone iPhone 13,17,950,16150,Téléphonie,Camara Ousmane
V01494,2025-08-08,Imprimante Canon Pixma,1,120,120,Informatique,Sow Mamadou
V01495,2025-11-03,Souris Gamer Logitech G502,12,60,720,Accessoires,Bah Mariama
V01496,2025-04-30,Imprimante Epson EcoTank,20,160,3200,Informatique,Barry Fatou
V01497,2025-02-07,Téléphone Samsung A15,1,210,210,Téléphonie,Barry Fatou
V01498,2025-04-21,Téléphone iPhone 13,14,950,13300,Téléphonie,Camara Ousmane
V01499,2025-10-23,Souris Logitech M185,7,15,105,Accessoires,Camara Ousmane
V01500,2025-10-18,Casque Bluetooth JBL,16,45,720,Audio,Diallo Ibrahima
V01501,2025-02-27,Téléphone Samsung A15,18,210,3780,Téléphonie,Sow Mamadou
V01502,2025-01-09,Souris Gamer Logitech G502,10,60,600,Accessoires,Bah Mariama
V01503,2025-02-19,Disque Dur Externe 1To,16,75,1200,Stockage,Barry Fatou
V01504,2025-06-30,Haut-parleur JBL Go 3,14,40,560,Audio,Bah Mariama
V01505,2025-04-16,Souris Gamer Logitech G502,7,60,420,Accessoires,Bah Mariama
V01506,2025-04-25,Ordinateur Portable Dell,15,880,13200,Informatique,Camara Ousmane
V01507,2025-09-08,Câble HDMI 2m,19,5,95,Accessoires,Diallo Ibrahima
V01508,2025-09-15,Ordinateur Portable HP,16,750,12000,Informatique,Barry Fatou
V01509,2025-08-26,Casque Bluetooth JBL,6,45,270,Audio,Barry Fatou
V01510,2025-04-29,Haut-parleur JBL Go 3,20,40,800,Audio,Barry Fatou
V01511,2025-11-07,Ordinateur Lenovo ThinkPad,20,970,19400,Informatique,Barry Fatou
V01512,2025-03-19,Disque SSD 512 Go,13,120,1560,Stockage,Diallo Ibrahima
V01513,2025-09-28,Écran Dell 24’’,16,190,3040,Informatique,Sow Mamadou
V01514,2025-10-15,Imprimante Canon Pixma,13,120,1560,Informatique,Diallo Ibrahima
V01515,2025-05-27,Disque SSD 512 Go,18,120,2160,Stockage,Diallo Ibrahima
V01516,2025-03-25,Ordinateur Lenovo ThinkPad,4,970,3880,Informatique,Sow Mamadou
V01517,2025-08-29,Écran Dell 24’’,14,190,2660,Informatique,Sow Mamadou
V01518,2025-05-10,Ordinateur Portable HP,20,750,15000,Informatique,Sow Mamadou
V01519,2025-06-16,Imprimante Canon Pixma,2,120,240,Informatique,Camara Ousmane
V01520,2025-01-22,Ordinateur Lenovo ThinkPad,5,970,4850,Informatique,Camara Ousmane
V01521,2025-10-21,Haut-parleur JBL Go 3,14,40,560,Audio,Barry Fatou
V01522,2025-07-02,Clavier mécanique Redragon,19,60,1140,Accessoires,Camara Ousmane
V01523,2025-07-25,Ordinateur Portable Dell,8,880,7040,Informatique,Sow Mamadou
V01524,2025-09-25,Disque Dur Externe 1To,18,75,1350,Stockage,Sow Mamadou
V01525,2025-06-04,Disque SSD 512 Go,12,120,1440,Stockage,Diallo Ibrahima
V01526,2025-07-08,Clé USB 64 Go Kingston,2,12,24,Accessoires,Diallo Ibrahima
V01527,2025-05-15,Souris Logitech M185,15,15,225,Accessoires,Barry Fatou
V01528,2025-01-28,Clavier mécanique Redragon,4,60,240,Accessoires,Barry Fatou
V01529,2025-03-13,Ordinateur Portable HP,1,750,750,Informatique,Bah Mariama
V01530,2025-05-24,Haut-parleur Bluetooth,3,30,90,Audio,Barry Fatou
V01531,2025-05-22,Ordinateur Portable HP,13,750,9750,Informatique,Sow Mamadou
V01532,2025-06-25,Souris Logitech M185,11,15,165,Accessoires,Diallo Ibrahima
V01533,2025-03-13,Clé USB 64 Go Kingston,14,12,168,Accessoires,Diallo Ibrahima
V01534,2025-04-08,Imprimante Canon Pixma,9,120,1080,Informatique,Sow Mamadou
V01535,2025-08-09,Ordinateur Portable HP,13,750,9750,Informatique,Bah Mariama
V01536,2025-02-28,Casque Bluetooth JBL,2,45,90,Audio,Camara Ousmane
V01537,2025-07-14,Haut-parleur Bluetooth,7,30,210,Audio,Barry Fatou
V01538,2025-10-21,Haut-parleur JBL Go 3,8,40,320,Audio,Camara Ousmane
V01539,2025-11-06,Ordinateur Lenovo ThinkPad,15,970,14550,Informatique,Camara Ousmane
V01540,2025-10-25,Clé USB 32 Go SanDisk,20,8,160,Accessoires,Sow Mamadou
V01541,2025-08-03,Ordinateur Portable HP,3,750,2250,Informatique,Sow Mamadou
V01542,2025-08-15,Clé USB 64 Go Kingston,7,12,84,Accessoires,Barry Fatou
V01543,2025-08-23,Imprimante Canon Pixma,6,120,720,Informatique,Bah Mariama
V01544,2025-01-28,Souris Gamer Logitech G502,13,60,780,Accessoires,Barry Fatou
V01545,2025-02-16,Souris Gamer Logitech G502,6,60,360,Accessoires,Camara Ousmane
V01546,2025-03-29,Casque Sony WH-CH510,7,55,385,Audio,Sow Mamadou
V01547,2025-04-29,Imprimante Epson EcoTank,8,160,1280,Informatique,Bah Mariama
V01548,2025-01-21,Écran Dell 24’’,3,190,570,Informatique,Diallo Ibrahima
V01549,2025-02-04,Haut-parleur JBL Go 3,11,40,440,Audio,Bah Mariama
V01550,2025-06-12,Clavier mécanique Redragon,9,60,540,Accessoires,Sow Mamadou
V01551,2025-02-14,Clé USB 64 Go Kingston,12,12,144,Accessoires,Diallo Ibrahima
V01552,2025-05-29,Souris Logitech M185,7,15,105,Accessoires,Bah Mariama
V01553,2025-01-26,Imprimante Canon Pixma,20,120,2400,Informatique,Camara Ousmane
V01554,2025-03-30,Clavier mécanique Redragon,13,60,780,Accessoires,Diallo Ibrahima
V01555,2025-09-27,Ordinateur Portable Dell,15,880,13200,Informatique,Sow Mamadou
V01556,2025-07-14,Clé USB 32 Go SanDisk,19,8,152,Accessoires,Barry Fatou
V01557,2025-09-29,Souris Logitech M185,15,15,225,Accessoires,Diallo Ibrahima
V01558,2025-11-03,Ordinateur Portable HP,18,750,13500,Informatique,Diallo Ibrahima
V01559,2025-04-15,Disque SSD 512 Go,6,120,720,Stockage,Sow Mamadou
V01560,2025-03-28,Imprimante Canon Pixma,20,120,2400,Informatique,Diallo Ibrahima
V01561,2025-05-03,Disque Dur Externe 1To,8,75,600,Stockage,Diallo Ibrahima
V01562,2025-10-08,Imprimante Epson EcoTank,16,160,2560,Informatique,Diallo Ibrahima
V01563,2025-03-30,Clé USB 32 Go SanDisk,11,8,88,Accessoires,Camara Ousmane
V01564,2025-04-13,Imprimante Canon Pixma,10,120,1200,Informatique,Barry Fatou
V01565,2025-07-21,Souris Logitech M185,20,15,300,Accessoires,Bah Mariama
V01566,2025-09-22,Disque SSD 512 Go,3,120,360,Stockage,Bah Mariama
V01567,2025-07-21,Haut-parleur Bluetooth,19,30,570,Audio,Camara Ousmane
V01568,2025-04-11,Câble HDMI 2m,16,5,80,Accessoires,Camara Ousmane
V01569,2025-04-28,Disque Dur Externe 1To,13,75,975,Stockage,Camara Ousmane
V01570,2025-01-10,Imprimante Epson EcoTank,8,160,1280,Informatique,Diallo Ibrahima
V01571,2025-10-19,Téléphone Samsung A15,17,210,3570,Téléphonie,Camara Ousmane
V01572,2025-05-13,Écran Dell 24’’,6,190,1140,Informatique,Barry Fatou
V01573,2025-05-10,Casque Sony WH-CH510,14,55,770,Audio,Sow Mamadou
V01574,2025-04-24,Ordinateur Lenovo ThinkPad,9,970,8730,Informatique,Sow Mamadou
V01575,2025-10-23,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Camara Ousmane
V01576,2025-02-28,Clé USB 64 Go Kingston,13,12,156,Accessoires,Barry Fatou
V01577,2025-03-23,Ordinateur Portable Dell,7,880,6160,Informatique,Camara Ousmane
V01578,2025-06-27,Ordinateur Portable Dell,13,880,11440,Informatique,Diallo Ibrahima
V01579,2025-03-07,Disque SSD 512 Go,20,120,2400,Stockage,Camara Ousmane
V01580,2025-09-02,Disque SSD 512 Go,13,120,1560,Stockage,Sow Mamadou
V01581,2025-01-08,Haut-parleur Bluetooth,3,30,90,Audio,Bah Mariama
V01582,2025-07-04,Câble HDMI 2m,20,5,100,Accessoires,Diallo Ibrahima
V01583,2025-01-29,Imprimante Epson EcoTank,14,160,2240,Informatique,Diallo Ibrahima
V01584,2025-10-25,Casque Bluetooth JBL,8,45,360,Audio,Camara Ousmane
V01585,2025-08-08,Téléphone Samsung A15,13,210,2730,Téléphonie,Bah Mariama
V01586,2025-04-02,Clé USB 64 Go Kingston,13,12,156,Accessoires,Diallo Ibrahima
V01587,2025-07-08,Téléphone iPhone 13,10,950,9500,Téléphonie,Bah Mariama
V01588,2025-04-22,Imprimante Epson EcoTank,8,160,1280,Informatique,Camara Ousmane
V01589,2025-02-05,Téléphone iPhone 13,20,950,19000,Téléphonie,Barry Fatou
V01590,2025-04-15,Ordinateur Portable HP,7,750,5250,Informatique,Barry Fatou
V01591,2025-06-13,Téléphone Samsung A15,15,210,3150,Téléphonie,Barry Fatou
V01592,2025-01-21,Casque Bluetooth JBL,13,45,585,Audio,Barry Fatou
V01593,2025-08-31,Téléphone Samsung A15,19,210,3990,Téléphonie,Barry Fatou
V01594,2025-04-18,Écran Dell 24’’,17,190,3230,Informatique,Diallo Ibrahima
V01595,2025-06-07,Souris Logitech M185,13,15,195,Accessoires,Barry Fatou
V01596,2025-03-11,Téléphone Samsung A15,6,210,1260,Téléphonie,Diallo Ibrahima
V01597,2025-10-09,Câble HDMI 2m,2,5,10,Accessoires,Diallo Ibrahima
V01598,2025-09-04,Haut-parleur Bluetooth,13,30,390,Audio,Camara Ousmane
V01599,2025-08-15,Disque Dur Externe 1To,7,75,525,Stockage,Sow Mamadou
V01600,2025-01-29,Clé USB 64 Go Kingston,11,12,132,Accessoires,Barry Fatou
V01601,2025-01-05,Ordinateur Portable Dell,16,880,14080,Informatique,Barry Fatou
V01602,2025-06-28,Câble HDMI 2m,7,5,35,Accessoires,Bah Mariama
V01603,2025-03-13,Casque Sony WH-CH510,19,55,1045,Audio,Barry Fatou
V01604,2025-04-08,Ordinateur Lenovo ThinkPad,4,970,3880,Informatique,Bah Mariama
V01605,2025-10-03,Haut-parleur Bluetooth,19,30,570,Audio,Bah Mariama
V01606,2025-01-05,Câble HDMI 2m,10,5,50,Accessoires,Camara Ousmane
V01607,2025-04-02,Ordinateur Portable Dell,16,880,14080,Informatique,Barry Fatou
V01608,2025-03-04,Écran Dell 24’’,7,190,1330,Informatique,Sow Mamadou
V01609,2025-02-26,Haut-parleur JBL Go 3,11,40,440,Audio,Diallo Ibrahima
V01610,2025-02-19,Câble HDMI 2m,9,5,45,Accessoires,Bah Mariama
V01611,2025-03-16,Souris Logitech M185,7,15,105,Accessoires,Diallo Ibrahima
V01612,2025-08-10,Téléphone Samsung A15,7,210,1470,Téléphonie,Barry Fatou
V01613,2025-11-04,Clé USB 32 Go SanDisk,13,8,104,Accessoires,Camara Ousmane
V01614,2025-05-25,Imprimante Canon Pixma,11,120,1320,Informatique,Sow Mamadou
V01615,2025-09-29,Écran Dell 24’’,5,190,950,Informatique,Barry Fatou
V01616,2025-09-11,Téléphone Samsung A15,9,210,1890,Téléphonie,Camara Ousmane
V01617,2025-05-03,Ordinateur Portable HP,9,750,6750,Informatique,Sow Mamadou
V01618,2025-06-04,Souris Gamer Logitech G502,14,60,840,Accessoires,Sow Mamadou
V01619,2025-08-23,Écran Dell 24’’,7,190,1330,Informatique,Camara Ousmane
V01620,2025-10-25,Disque SSD 512 Go,5,120,600,Stockage,Barry Fatou
V01621,2025-06-27,Ordinateur Portable HP,11,750,8250,Informatique,Barry Fatou
V01622,2025-05-01,Téléphone Samsung A15,11,210,2310,Téléphonie,Diallo Ibrahima
V01623,2025-02-27,Casque Bluetooth JBL,6,45,270,Audio,Diallo Ibrahima
V01624,2025-03-03,Câble HDMI 2m,15,5,75,Accessoires,Sow Mamadou
V01625,2025-05-03,Haut-parleur Bluetooth,10,30,300,Audio,Camara Ousmane
V01626,2025-04-20,Câble HDMI 2m,13,5,65,Accessoires,Diallo Ibrahima
V01627,2025-06-06,Téléphone Samsung A15,14,210,2940,Téléphonie,Sow Mamadou
V01628,2025-07-12,Écran Dell 24’’,9,190,1710,Informatique,Camara Ousmane
V01629,2025-08-10,Écran Dell 24’’,7,190,1330,Informatique,Sow Mamadou
V01630,2025-11-03,Casque Sony WH-CH510,2,55,110,Audio,Camara Ousmane
V01631,2025-10-25,Téléphone Samsung A15,16,210,3360,Téléphonie,Camara Ousmane
V01632,2025-07-19,Imprimante Canon Pixma,3,120,360,Informatique,Diallo Ibrahima
V01633,2025-05-28,Casque Sony WH-CH510,2,55,110,Audio,Sow Mamadou
V01634,2025-08-15,Clé USB 32 Go SanDisk,11,8,88,Accessoires,Barry Fatou
V01635,2025-01-10,Haut-parleur Bluetooth,17,30,510,Audio,Camara Ousmane
V01636,2025-09-03,Disque Dur Externe 1To,14,75,1050,Stockage,Diallo Ibrahima
V01637,2025-11-10,Casque Sony WH-CH510,3,55,165,Audio,Diallo Ibrahima
V01638,2025-07-31,Casque Sony WH-CH510,1,55,55,Audio,Sow Mamadou
V01639,2025-10-02,Souris Logitech M185,2,15,30,Accessoires,Sow Mamadou
V01640,2025-01-14,Casque Bluetooth JBL,10,45,450,Audio,Diallo Ibrahima
V01641,2025-01-29,Haut-parleur JBL Go 3,9,40,360,Audio,Bah Mariama
V01642,2025-03-12,Disque Dur Externe 1To,13,75,975,Stockage,Camara Ousmane
V01643,2025-08-19,Téléphone Samsung A15,18,210,3780,Téléphonie,Bah Mariama
V01644,2025-08-13,Souris Gamer Logitech G502,18,60,1080,Accessoires,Barry Fatou
V01645,2025-10-07,Clé USB 64 Go Kingston,11,12,132,Accessoires,Camara Ousmane
V01646,2025-01-23,Ordinateur Portable Dell,16,880,14080,Informatique,Barry Fatou
V01647,2025-06-27,Haut-parleur JBL Go 3,13,40,520,Audio,Bah Mariama
V01648,2025-04-24,Imprimante Epson EcoTank,13,160,2080,Informatique,Camara Ousmane
V01649,2025-04-21,Clavier mécanique Redragon,7,60,420,Accessoires,Sow Mamadou
V01650,2025-02-20,Ordinateur Lenovo ThinkPad,11,970,10670,Informatique,Bah Mariama
V01651,2025-10-31,Ordinateur Portable Dell,14,880,12320,Informatique,Sow Mamadou
V01652,2025-02-20,Disque Dur Externe 1To,17,75,1275,Stockage,Camara Ousmane
V01653,2025-10-24,Haut-parleur JBL Go 3,19,40,760,Audio,Diallo Ibrahima
V01654,2025-07-24,Haut-parleur Bluetooth,7,30,210,Audio,Barry Fatou
V01655,2025-03-25,Téléphone iPhone 13,19,950,18050,Téléphonie,Diallo Ibrahima
V01656,2025-03-31,Imprimante Epson EcoTank,12,160,1920,Informatique,Sow Mamadou
V01657,2025-11-05,Imprimante Epson EcoTank,4,160,640,Informatique,Barry Fatou
V01658,2025-06-28,Casque Sony WH-CH510,6,55,330,Audio,Diallo Ibrahima
V01659,2025-05-02,Disque Dur Externe 1To,9,75,675,Stockage,Diallo Ibrahima
V01660,2025-10-01,Imprimante Epson EcoTank,1,160,160,Informatique,Camara Ousmane
V01661,2025-06-11,Clé USB 64 Go Kingston,6,12,72,Accessoires,Bah Mariama
V01662,2025-10-04,Disque Dur Externe 1To,7,75,525,Stockage,Diallo Ibrahima
V01663,2025-03-24,Téléphone Samsung A15,6,210,1260,Téléphonie,Bah Mariama
V01664,2025-09-02,Écran Dell 24’’,19,190,3610,Informatique,Barry Fatou
V01665,2025-08-04,Haut-parleur JBL Go 3,4,40,160,Audio,Barry Fatou
V01666,2025-06-10,Ordinateur Lenovo ThinkPad,1,970,970,Informatique,Camara Ousmane
V01667,2025-06-12,Câble HDMI 2m,1,5,5,Accessoires,Diallo Ibrahima
V01668,2025-03-12,Câble HDMI 2m,7,5,35,Accessoires,Sow Mamadou
V01669,2025-07-07,Souris Gamer Logitech G502,15,60,900,Accessoires,Diallo Ibrahima
V01670,2025-01-12,Souris Gamer Logitech G502,4,60,240,Accessoires,Barry Fatou
V01671,2025-05-05,Téléphone iPhone 13,16,950,15200,Téléphonie,Camara Ousmane
